"severity","condition","cvss2_score","external_references","updated","published","Name","Architecture","cvss3_score","Version","detection_time","cve","Title"
"High","KB5025230 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24929"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24929""]","2023-04-14","2023-04-11","Windows Server 2022","x64",8.8,"10.0.20348","2023-07-31T07:22:30+00:00","CVE-2023-24929","CVE-2023-24929 affects Windows Server 2022"
"High","KB5025230 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24928"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24928""]","2023-04-14","2023-04-11","Windows Server 2022","x64",8.8,"10.0.20348","2023-07-31T07:22:30+00:00","CVE-2023-24928","CVE-2023-24928 affects Windows Server 2022"
"High","KB5025230 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24927"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24927""]","2023-04-14","2023-04-11","Windows Server 2022","x64",8.8,"10.0.20348","2023-07-31T07:22:30+00:00","CVE-2023-24927","CVE-2023-24927 affects Windows Server 2022"
"High","KB5025230 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24926"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24926""]","2023-04-14","2023-04-11","Windows Server 2022","x64",8.8,"10.0.20348","2023-07-31T07:22:30+00:00","CVE-2023-24926","CVE-2023-24926 affects Windows Server 2022"
"High","KB5025230 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24925"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24925""]","2023-04-14","2023-04-11","Windows Server 2022","x64",8.8,"10.0.20348","2023-07-31T07:22:30+00:00","CVE-2023-24925","CVE-2023-24925 affects Windows Server 2022"
"High","KB5025230 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24924"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24924""]","2023-04-14","2023-04-11","Windows Server 2022","x64",8.8,"10.0.20348","2023-07-31T07:22:30+00:00","CVE-2023-24924","CVE-2023-24924 affects Windows Server 2022"
"High","KB5023786 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24913"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24913""]","2023-03-20","2023-03-14","Windows Server 2022","x64",8.8,"10.0.20348","2023-07-31T07:22:30+00:00","CVE-2023-24913","CVE-2023-24913 affects Windows Server 2022"
"High","KB5025230 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24912"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24912""]","2023-04-14","2023-04-11","Windows Server 2022","x64",7.8,"10.0.20348","2023-07-31T07:22:30+00:00","CVE-2023-24912","CVE-2023-24912 affects Windows Server 2022"
"Medium","KB5023786 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24911"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24911""]","2023-04-28","2023-03-14","Windows Server 2022","x64",4.3,"10.0.20348","2023-07-31T07:22:30+00:00","CVE-2023-24911","CVE-2023-24911 affects Windows Server 2022"
"High","KB5023786 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24910"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24910""]","2023-03-21","2023-03-14","Windows Server 2022","x64",7.8,"10.0.20348","2023-07-31T07:22:30+00:00","CVE-2023-24910","CVE-2023-24910 affects Windows Server 2022"
"High","KB5023786 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24909"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24909""]","2023-03-21","2023-03-14","Windows Server 2022","x64",8.8,"10.0.20348","2023-07-31T07:22:30+00:00","CVE-2023-24909","CVE-2023-24909 affects Windows Server 2022"
"High","KB5023786 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24908"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24908""]","2023-03-21","2023-03-14","Windows Server 2022","x64",8.1,"10.0.20348","2023-07-31T07:22:30+00:00","CVE-2023-24908","CVE-2023-24908 affects Windows Server 2022"
"High","KB5023786 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24907"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24907""]","2023-03-21","2023-03-14","Windows Server 2022","x64",8.8,"10.0.20348","2023-07-31T07:22:30+00:00","CVE-2023-24907","CVE-2023-24907 affects Windows Server 2022"
"Medium","KB5023786 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24906"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24906""]","2023-03-21","2023-03-14","Windows Server 2022","x64",6.5,"10.0.20348","2023-07-31T07:22:30+00:00","CVE-2023-24906","CVE-2023-24906 affects Windows Server 2022"
"High","KB5026370 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24903"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24903""]","2023-05-15","2023-05-09","Windows Server 2022","x64",8.1,"10.0.20348","2023-07-31T07:22:30+00:00","CVE-2023-24903","CVE-2023-24903 affects Windows Server 2022"
"High","KB5026370 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24901"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24901""]","2023-05-15","2023-05-09","Windows Server 2022","x64",7.5,"10.0.20348","2023-07-31T07:22:30+00:00","CVE-2023-24901","CVE-2023-24901 affects Windows Server 2022"
"Medium","KB5026370 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24900"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24900""]","2023-05-15","2023-05-09","Windows Server 2022","x64",5.9,"10.0.20348","2023-07-31T07:22:30+00:00","CVE-2023-24900","CVE-2023-24900 affects Windows Server 2022"
"High","KB5026370 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24899"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24899""]","2023-05-15","2023-05-09","Windows Server 2022","x64",7,"10.0.20348","2023-07-31T07:22:30+00:00","CVE-2023-24899","CVE-2023-24899 affects Windows Server 2022"
"High","KB5025230 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24887"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24887""]","2023-04-14","2023-04-11","Windows Server 2022","x64",8.8,"10.0.20348","2023-07-31T07:22:30+00:00","CVE-2023-24887","CVE-2023-24887 affects Windows Server 2022"
"High","KB5025230 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24886"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24886""]","2023-04-14","2023-04-11","Windows Server 2022","x64",8.8,"10.0.20348","2023-07-31T07:22:30+00:00","CVE-2023-24886","CVE-2023-24886 affects Windows Server 2022"
"High","KB5025230 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24885"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24885""]","2023-05-08","2023-04-11","Windows Server 2022","x64",8.8,"10.0.20348","2023-07-31T07:22:30+00:00","CVE-2023-24885","CVE-2023-24885 affects Windows Server 2022"
"High","KB5025230 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24884"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24884""]","2023-04-14","2023-04-11","Windows Server 2022","x64",8.8,"10.0.20348","2023-07-31T07:22:30+00:00","CVE-2023-24884","CVE-2023-24884 affects Windows Server 2022"
"Medium","KB5025230 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24883"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24883""]","2023-04-14","2023-04-11","Windows Server 2022","x64",6.5,"10.0.20348","2023-07-31T07:22:30+00:00","CVE-2023-24883","CVE-2023-24883 affects Windows Server 2022"
"Medium","KB5023786 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24880"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24880""]","2023-06-13","2023-03-14","Windows Server 2022","x64",4.4,"10.0.20348","2023-07-31T07:22:30+00:00","CVE-2023-24880","CVE-2023-24880 affects Windows Server 2022"
"High","KB5023786 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24876"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24876""]","2023-03-23","2023-03-14","Windows Server 2022","x64",8.8,"10.0.20348","2023-07-31T07:22:30+00:00","CVE-2023-24876","CVE-2023-24876 affects Windows Server 2022"
"High","KB5023786 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24872"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24872""]","2023-03-23","2023-03-14","Windows Server 2022","x64",8.8,"10.0.20348","2023-07-31T07:22:30+00:00","CVE-2023-24872","CVE-2023-24872 affects Windows Server 2022"
"High","KB5023786 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24871"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24871""]","2023-03-23","2023-03-14","Windows Server 2022","x64",8.8,"10.0.20348","2023-07-31T07:22:30+00:00","CVE-2023-24871","CVE-2023-24871 affects Windows Server 2022"
"Medium","KB5023786 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24870"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24870""]","2023-03-23","2023-03-14","Windows Server 2022","x64",6.5,"10.0.20348","2023-07-31T07:22:30+00:00","CVE-2023-24870","CVE-2023-24870 affects Windows Server 2022"
"High","KB5023786 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24869"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24869""]","2023-03-23","2023-03-14","Windows Server 2022","x64",8.1,"10.0.20348","2023-07-31T07:22:30+00:00","CVE-2023-24869","CVE-2023-24869 affects Windows Server 2022"
"High","KB5023786 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24868"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24868""]","2023-03-21","2023-03-14","Windows Server 2022","x64",8.8,"10.0.20348","2023-07-31T07:22:30+00:00","CVE-2023-24868","CVE-2023-24868 affects Windows Server 2022"
"High","KB5023786 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24867"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24867""]","2023-03-21","2023-03-14","Windows Server 2022","x64",8.8,"10.0.20348","2023-07-31T07:22:30+00:00","CVE-2023-24867","CVE-2023-24867 affects Windows Server 2022"
"Medium","KB5023786 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24866"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24866""]","2023-03-21","2023-03-14","Windows Server 2022","x64",6.5,"10.0.20348","2023-07-31T07:22:30+00:00","CVE-2023-24866","CVE-2023-24866 affects Windows Server 2022"
"Medium","KB5023786 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24865"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24865""]","2023-03-21","2023-03-14","Windows Server 2022","x64",6.5,"10.0.20348","2023-07-31T07:22:30+00:00","CVE-2023-24865","CVE-2023-24865 affects Windows Server 2022"
"High","KB5023786 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24864"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24864""]","2023-03-21","2023-03-14","Windows Server 2022","x64",8.8,"10.0.20348","2023-07-31T07:22:30+00:00","CVE-2023-24864","CVE-2023-24864 affects Windows Server 2022"
"Medium","KB5023786 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24863"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24863""]","2023-03-21","2023-03-14","Windows Server 2022","x64",6.5,"10.0.20348","2023-07-31T07:22:30+00:00","CVE-2023-24863","CVE-2023-24863 affects Windows Server 2022"
"Medium","KB5023786 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24862"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24862""]","2023-03-23","2023-03-14","Windows Server 2022","x64",5.5,"10.0.20348","2023-07-31T07:22:30+00:00","CVE-2023-24862","CVE-2023-24862 affects Windows Server 2022"
"High","KB5023786 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24861"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24861""]","2023-03-23","2023-03-14","Windows Server 2022","x64",7,"10.0.20348","2023-07-31T07:22:30+00:00","CVE-2023-24861","CVE-2023-24861 affects Windows Server 2022"
"High","KB5023786 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24859"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24859""]","2023-03-20","2023-03-14","Windows Server 2022","x64",7.5,"10.0.20348","2023-07-31T07:22:31+00:00","CVE-2023-24859","CVE-2023-24859 affects Windows Server 2022"
"High","KB5023786 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24858"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24858""]","2023-04-27","2023-03-14","Windows Server 2022","x64",7.5,"10.0.20348","2023-07-31T07:22:31+00:00","CVE-2023-24858","CVE-2023-24858 affects Windows Server 2022"
"Medium","KB5023786 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24857"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24857""]","2023-05-08","2023-03-14","Windows Server 2022","x64",6.5,"10.0.20348","2023-07-31T07:22:31+00:00","CVE-2023-24857","CVE-2023-24857 affects Windows Server 2022"
"High","KB5023786 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24856"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24856""]","2023-06-17","2023-03-14","Windows Server 2022","x64",7.5,"10.0.20348","2023-07-31T07:22:31+00:00","CVE-2023-24856","CVE-2023-24856 affects Windows Server 2022"
"High","KB5023786 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23423"",""https://nvd.nist.gov/vuln/detail/CVE-2023-23423""]","2023-04-27","2023-03-14","Windows Server 2022","x64",7.8,"10.0.20348","2023-07-31T07:22:31+00:00","CVE-2023-23423","CVE-2023-23423 affects Windows Server 2022"
"High","KB5023786 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23422"",""https://nvd.nist.gov/vuln/detail/CVE-2023-23422""]","2023-04-27","2023-03-14","Windows Server 2022","x64",7.8,"10.0.20348","2023-07-31T07:22:31+00:00","CVE-2023-23422","CVE-2023-23422 affects Windows Server 2022"
"High","KB5023786 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23421"",""https://nvd.nist.gov/vuln/detail/CVE-2023-23421""]","2023-04-27","2023-03-14","Windows Server 2022","x64",7.8,"10.0.20348","2023-07-31T07:22:31+00:00","CVE-2023-23421","CVE-2023-23421 affects Windows Server 2022"
"High","KB5023786 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23420"",""https://nvd.nist.gov/vuln/detail/CVE-2023-23420""]","2023-04-27","2023-03-14","Windows Server 2022","x64",7.8,"10.0.20348","2023-07-31T07:22:31+00:00","CVE-2023-23420","CVE-2023-23420 affects Windows Server 2022"
"High","KB5023786 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23417"",""https://nvd.nist.gov/vuln/detail/CVE-2023-23417""]","2023-03-23","2023-03-14","Windows Server 2022","x64",7.8,"10.0.20348","2023-07-31T07:22:31+00:00","CVE-2023-23417","CVE-2023-23417 affects Windows Server 2022"
"High","KB5023786 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23416"",""https://nvd.nist.gov/vuln/detail/CVE-2023-23416""]","2023-06-17","2023-03-14","Windows Server 2022","x64",7.8,"10.0.20348","2023-07-31T07:22:31+00:00","CVE-2023-23416","CVE-2023-23416 affects Windows Server 2022"
"Critical","KB5023786 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23415"",""https://nvd.nist.gov/vuln/detail/CVE-2023-23415""]","2023-04-17","2023-03-14","Windows Server 2022","x64",9.8,"10.0.20348","2023-07-31T07:22:31+00:00","CVE-2023-23415","CVE-2023-23415 affects Windows Server 2022"
"High","KB5023786 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23414"",""https://nvd.nist.gov/vuln/detail/CVE-2023-23414""]","2023-03-23","2023-03-14","Windows Server 2022","x64",7.1,"10.0.20348","2023-07-31T07:22:31+00:00","CVE-2023-23414","CVE-2023-23414 affects Windows Server 2022"
"High","KB5023786 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23413"",""https://nvd.nist.gov/vuln/detail/CVE-2023-23413""]","2023-03-23","2023-03-14","Windows Server 2022","x64",8.8,"10.0.20348","2023-07-31T07:22:31+00:00","CVE-2023-23413","CVE-2023-23413 affects Windows Server 2022"
"High","KB5023786 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23412"",""https://nvd.nist.gov/vuln/detail/CVE-2023-23412""]","2023-03-23","2023-03-14","Windows Server 2022","x64",7.8,"10.0.20348","2023-07-31T07:22:31+00:00","CVE-2023-23412","CVE-2023-23412 affects Windows Server 2022"
"Medium","KB5023786 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23411"",""https://nvd.nist.gov/vuln/detail/CVE-2023-23411""]","2023-03-23","2023-03-14","Windows Server 2022","x64",6.5,"10.0.20348","2023-07-31T07:22:31+00:00","CVE-2023-23411","CVE-2023-23411 affects Windows Server 2022"
"High","KB5023786 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23410"",""https://nvd.nist.gov/vuln/detail/CVE-2023-23410""]","2023-03-23","2023-03-14","Windows Server 2022","x64",7.8,"10.0.20348","2023-07-31T07:22:31+00:00","CVE-2023-23410","CVE-2023-23410 affects Windows Server 2022"
"Medium","KB5023786 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23409"",""https://nvd.nist.gov/vuln/detail/CVE-2023-23409""]","2023-03-23","2023-03-14","Windows Server 2022","x64",5.5,"10.0.20348","2023-07-31T07:22:31+00:00","CVE-2023-23409","CVE-2023-23409 affects Windows Server 2022"
"High","KB5023786 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23407"",""https://nvd.nist.gov/vuln/detail/CVE-2023-23407""]","2023-03-23","2023-03-14","Windows Server 2022","x64",7.1,"10.0.20348","2023-07-31T07:22:31+00:00","CVE-2023-23407","CVE-2023-23407 affects Windows Server 2022"
"High","KB5023786 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23406"",""https://nvd.nist.gov/vuln/detail/CVE-2023-23406""]","2023-03-23","2023-03-14","Windows Server 2022","x64",8.8,"10.0.20348","2023-07-31T07:22:31+00:00","CVE-2023-23406","CVE-2023-23406 affects Windows Server 2022"
"High","KB5023786 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23405"",""https://nvd.nist.gov/vuln/detail/CVE-2023-23405""]","2023-03-23","2023-03-14","Windows Server 2022","x64",8.1,"10.0.20348","2023-07-31T07:22:31+00:00","CVE-2023-23405","CVE-2023-23405 affects Windows Server 2022"
"High","KB5023786 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23404"",""https://nvd.nist.gov/vuln/detail/CVE-2023-23404""]","2023-03-23","2023-03-14","Windows Server 2022","x64",8.1,"10.0.20348","2023-07-31T07:22:31+00:00","CVE-2023-23404","CVE-2023-23404 affects Windows Server 2022"
"High","KB5023786 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23403"",""https://nvd.nist.gov/vuln/detail/CVE-2023-23403""]","2023-03-23","2023-03-14","Windows Server 2022","x64",8.8,"10.0.20348","2023-07-31T07:22:31+00:00","CVE-2023-23403","CVE-2023-23403 affects Windows Server 2022"
"High","KB5023786 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23402"",""https://nvd.nist.gov/vuln/detail/CVE-2023-23402""]","2023-03-23","2023-03-14","Windows Server 2022","x64",7.8,"10.0.20348","2023-07-31T07:22:31+00:00","CVE-2023-23402","CVE-2023-23402 affects Windows Server 2022"
"High","KB5023786 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23401"",""https://nvd.nist.gov/vuln/detail/CVE-2023-23401""]","2023-03-23","2023-03-14","Windows Server 2022","x64",7.8,"10.0.20348","2023-07-31T07:22:31+00:00","CVE-2023-23401","CVE-2023-23401 affects Windows Server 2022"
"High","KB5023786 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23400"",""https://nvd.nist.gov/vuln/detail/CVE-2023-23400""]","2023-03-20","2023-03-14","Windows Server 2022","x64",7.2,"10.0.20348","2023-07-31T07:22:31+00:00","CVE-2023-23400","CVE-2023-23400 affects Windows Server 2022"
"Medium","KB5023786 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23394"",""https://nvd.nist.gov/vuln/detail/CVE-2023-23394""]","2023-03-23","2023-03-14","Windows Server 2022","x64",5.5,"10.0.20348","2023-07-31T07:22:31+00:00","CVE-2023-23394","CVE-2023-23394 affects Windows Server 2022"
"High","KB5023786 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23393"",""https://nvd.nist.gov/vuln/detail/CVE-2023-23393""]","2023-03-23","2023-03-14","Windows Server 2022","x64",7,"10.0.20348","2023-07-31T07:22:31+00:00","CVE-2023-23393","CVE-2023-23393 affects Windows Server 2022"
"Critical","KB5023786 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23392"",""https://nvd.nist.gov/vuln/detail/CVE-2023-23392""]","2023-03-23","2023-03-14","Windows Server 2022","x64",9.8,"10.0.20348","2023-07-31T07:22:31+00:00","CVE-2023-23392","CVE-2023-23392 affects Windows Server 2022"
"High","KB5023786 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23388"",""https://nvd.nist.gov/vuln/detail/CVE-2023-23388""]","2023-03-23","2023-03-14","Windows Server 2022","x64",8.8,"10.0.20348","2023-07-31T07:22:31+00:00","CVE-2023-23388","CVE-2023-23388 affects Windows Server 2022"
"High","KB5023786 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23385"",""https://nvd.nist.gov/vuln/detail/CVE-2023-23385""]","2023-03-23","2023-03-14","Windows Server 2022","x64",7,"10.0.20348","2023-07-31T07:22:31+00:00","CVE-2023-23385","CVE-2023-23385 affects Windows Server 2022"
"High","KB5022921 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23376"",""https://nvd.nist.gov/vuln/detail/CVE-2023-23376""]","2023-02-23","2023-02-14","Windows Server 2022","x64",7.8,"10.0.20348","2023-07-31T07:22:31+00:00","CVE-2023-23376","CVE-2023-23376 affects Windows Server 2022"
"High","KB5022921 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21823"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21823""]","2023-02-23","2023-02-14","Windows Server 2022","x64",7.8,"10.0.20348","2023-07-31T07:22:31+00:00","CVE-2023-21823","CVE-2023-21823 affects Windows Server 2022"
"High","KB5022921 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21822"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21822""]","2023-02-23","2023-02-14","Windows Server 2022","x64",7.8,"10.0.20348","2023-07-31T07:22:31+00:00","CVE-2023-21822","CVE-2023-21822 affects Windows Server 2022"
"High","KB5022921 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21820"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21820""]","2023-02-23","2023-02-14","Windows Server 2022","x64",7.4,"10.0.20348","2023-07-31T07:22:31+00:00","CVE-2023-21820","CVE-2023-21820 affects Windows Server 2022"
"High","KB5022921 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21819"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21819""]","2023-02-23","2023-02-14","Windows Server 2022","x64",7.5,"10.0.20348","2023-07-31T07:22:31+00:00","CVE-2023-21819","CVE-2023-21819 affects Windows Server 2022"
"High","KB5022921 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21818"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21818""]","2023-02-23","2023-02-14","Windows Server 2022","x64",7.5,"10.0.20348","2023-07-31T07:22:31+00:00","CVE-2023-21818","CVE-2023-21818 affects Windows Server 2022"
"High","KB5022921 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21817"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21817""]","2023-02-23","2023-02-14","Windows Server 2022","x64",7.8,"10.0.20348","2023-07-31T07:22:31+00:00","CVE-2023-21817","CVE-2023-21817 affects Windows Server 2022"
"High","KB5022921 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21816"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21816""]","2023-02-23","2023-02-14","Windows Server 2022","x64",7.5,"10.0.20348","2023-07-31T07:22:31+00:00","CVE-2023-21816","CVE-2023-21816 affects Windows Server 2022"
"High","KB5022921 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21813"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21813""]","2023-02-23","2023-02-14","Windows Server 2022","x64",7.5,"10.0.20348","2023-07-31T07:22:31+00:00","CVE-2023-21813","CVE-2023-21813 affects Windows Server 2022"
"High","KB5022921 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21812"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21812""]","2023-02-23","2023-02-14","Windows Server 2022","x64",7.8,"10.0.20348","2023-07-31T07:22:31+00:00","CVE-2023-21812","CVE-2023-21812 affects Windows Server 2022"
"High","KB5022921 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21811"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21811""]","2023-02-23","2023-02-14","Windows Server 2022","x64",7.5,"10.0.20348","2023-07-31T07:22:31+00:00","CVE-2023-21811","CVE-2023-21811 affects Windows Server 2022"
"High","KB5022921 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21805"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21805""]","2023-02-23","2023-02-14","Windows Server 2022","x64",7.8,"10.0.20348","2023-07-31T07:22:31+00:00","CVE-2023-21805","CVE-2023-21805 affects Windows Server 2022"
